Data/Hora;Tipo da nuvem da primeira camada;Dire«ı«úo do Vento (0-360);Veloc. do Vento (m/s);Alt. da base das nuvens na primeira camada (m);Cobertura de nuvens da camada mais restrita(%);Cobertura de nuvens da primeira camada (oitavos);Press«úo reduzida ao n«vel do mar - QNH( hPa);Temp. do ar (C);Temp. do Ponto de Orvalho (C);Visibilidade horizontal (m) (acima de 10000m VV=10000);"Tempo Presente (Tabela 020003) <a href=""http://bancodedados.cptec.inpe.br/~rbanco/bdm/tabela_bufr_20003.pdf"">Detalhes</a>"
01/09/2018 00:00;0.0;0.0;0.0;0.0;0.0;0.0;1016.94;18.0;13.0;10000.0;0.0
01/09/2018 01:00;0.0;120.0;0.51;0.0;0.0;0.0;1016.94;18.0;13.0;10000.0;0.0
01/09/2018 02:00;0.0;100.0;0.51;0.0;0.0;0.0;1016.94;16.0;13.0;10000.0;0.0
01/09/2018 03:00;0.0;50.0;2.57;0.0;0.0;0.0;1016.94;16.0;13.0;10000.0;0.0
01/09/2018 04:00;0.0;0.0;0.0;0.0;0.0;0.0;1016.94;15.0;12.0;10000.0;0.0
01/09/2018 05:00;0.0;0.0;0.0;0.0;0.0;0.0;1016.94;15.0;12.0;10000.0;0.0
01/09/2018 06:00;0.0;0.0;0.0;0.0;0.0;0.0;1016.94;14.0;12.0;10000.0;0.0
01/09/2018 07:00;0.0;0.0;0.0;0.0;0.0;0.0;1016.94;14.0;13.0;10000.0;0.0
01/09/2018 08:00;0.0;90.0;1.03;0.0;0.0;0.0;1016.94;14.0;13.0;10000.0;0.0
01/09/2018 09:00;0.0;80.0;1.54;0.0;0.0;0.0;1016.94;14.0;12.0;10000.0;0.0
01/09/2018 10:00;0.0;70.0;3.09;0.0;0.0;0.0;1017.96;16.0;13.0;10000.0;0.0
01/09/2018 11:00;0.0;70.0;4.12;0.0;0.0;0.0;1017.96;18.0;14.0;10000.0;0.0
01/09/2018 12:00;0.0;60.0;3.6;0.0;0.0;0.0;1018.97;21.0;15.0;10000.0;0.0
01/09/2018 13:00;0.0;50.0;2.57;0.0;0.0;0.0;1018.97;25.0;14.0;10000.0;0.0
01/09/2018 14:00;0.0;40.0;2.57;0.0;0.0;0.0;1017.96;28.0;14.0;10000.0;0.0
01/09/2018 15:00;0.0;20.0;3.09;0.0;0.0;0.0;1016.94;30.0;13.0;10000.0;0.0
01/09/2018 16:00;0.0;340.0;2.57;0.0;0.0;0.0;1015.93;31.0;13.0;10000.0;0.0
01/09/2018 17:00;0.0;0.0;0.0;0.0;0.0;0.0;1015.93;31.0;11.0;10000.0;0.0
01/09/2018 18:00;0.0;160.0;1.54;0.0;0.0;0.0;1014.91;31.0;11.0;10000.0;0.0
01/09/2018 19:00;0.0;20.0;2.57;0.0;0.0;0.0;1014.91;31.0;11.0;10000.0;0.0
01/09/2018 20:00;0.0;60.0;3.09;0.0;0.0;0.0;1014.91;29.0;12.0;10000.0;0.0
01/09/2018 21:00;0.0;0.0;3.09;0.0;0.0;0.0;1016.94;20.0;17.0;6000.0;0.0
01/09/2018 22:00;0.0;200.0;2.06;0.0;0.0;0.0;1017.96;18.0;17.0;6000.0;0.0
01/09/2018 23:00;0.0;170.0;2.06;0.0;0.0;0.0;1017.96;18.0;17.0;8000.0;0.0
02/09/2018 00:00;0.0;160.0;1.54;0.0;0.0;0.0;1018.97;18.0;17.0;6000.0;0.0
02/09/2018 01:00;0.0;190.0;1.03;0.0;0.0;0.0;1018.97;17.0;17.0;5010.0;10.0
