Data/Hora;Tipo da nuvem da primeira camada;Dire«ı«úo do Vento (0-360);Veloc. do Vento (m/s);Alt. da base das nuvens na primeira camada (m);Cobertura de nuvens da camada mais restrita(%);Cobertura de nuvens da primeira camada (oitavos);Press«úo reduzida ao n«vel do mar - QNH( hPa);Temp. do ar (C);Temp. do Ponto de Orvalho (C);Visibilidade horizontal (m) (acima de 10000m VV=10000);"Tempo Presente (Tabela 020003) <a href=""http://bancodedados.cptec.inpe.br/~rbanco/bdm/tabela_bufr_20003.pdf"">Detalhes</a>"
01/07/2018 00:00;0.0;0.0;0.0;0.0;0.0;0.0;1018.97;16.0;14.0;8000.0;0.0
01/07/2018 01:00;0.0;0.0;0.0;0.0;0.0;0.0;1018.97;15.0;14.0;8000.0;0.0
01/07/2018 02:00;0.0;0.0;0.0;0.0;0.0;0.0;1018.97;15.0;13.0;6000.0;0.0
01/07/2018 03:00;0.0;0.0;0.0;0.0;0.0;0.0;1018.97;14.0;14.0;4510.0;10.0
01/07/2018 04:00;0.0;50.0;1.03;0.0;0.0;0.0;1018.97;14.0;14.0;4010.0;10.0
01/07/2018 05:00;0.0;0.0;0.0;0.0;0.0;0.0;1018.97;13.0;13.0;4010.0;10.0
01/07/2018 06:00;0.0;0.0;0.0;0.0;0.0;0.0;1018.97;13.0;13.0;4010.0;10.0
01/07/2018 07:00;0.0;0.0;0.0;0.0;0.0;0.0;1017.96;13.0;13.0;4010.0;10.0
01/07/2018 08:00;0.0;0.0;0.0;0.0;0.0;0.0;1017.96;12.0;12.0;4510.0;10.0
01/07/2018 09:00;0.0;0.0;0.0;0.0;0.0;0.0;1017.96;12.0;12.0;5010.0;10.0
01/07/2018 10:00;0.0;0.0;0.0;0.0;0.0;0.0;1018.97;11.0;11.0;1500.0;10.0
01/07/2018 11:00;0.0;60.0;1.54;0.0;0.0;0.0;1019.99;13.0;13.0;2000.0;10.0
01/07/2018 12:00;0.0;0.0;0.0;0.0;0.0;0.0;1019.99;17.0;14.0;3490.0;10.0
01/07/2018 13:00;0.0;60.0;1.03;0.0;0.0;0.0;1019.99;20.0;14.0;7000.0;0.0
01/07/2018 14:00;0.0;70.0;2.06;0.0;0.0;0.0;1019.99;21.0;14.0;10000.0;0.0
01/07/2018 15:00;0.0;0.0;0.0;0.0;0.0;0.0;1018.97;23.0;15.0;10000.0;0.0
01/07/2018 16:00;0.0;170.0;0.51;256.0;2.0;656.168;1017.96;25.0;15.0;10000.0;0.0
01/07/2018 17:00;0.0;210.0;0.51;0.0;0.0;0.0;1016.94;25.0;13.0;10000.0;0.0
01/07/2018 18:00;0.0;280.0;2.06;0.0;0.0;0.0;1015.93;26.0;12.0;10000.0;0.0
01/07/2018 19:00;0.0;30.0;2.57;0.0;0.0;0.0;1016.94;26.0;12.0;10000.0;0.0
01/07/2018 20:00;0.0;340.0;2.57;0.0;0.0;0.0;1015.93;25.0;11.0;10000.0;0.0
01/07/2018 21:00;0.0;0.0;0.0;0.0;0.0;0.0;1016.94;21.0;15.0;9000.0;0.0
01/07/2018 22:00;0.0;0.0;0.0;0.0;0.0;0.0;1017.96;18.0;15.0;10000.0;0.0
01/07/2018 23:00;0.0;60.0;1.54;0.0;0.0;0.0;1017.96;19.0;15.0;10000.0;0.0
02/07/2018 00:00;0.0;0.0;0.0;0.0;0.0;0.0;1018.97;17.0;14.0;8000.0;0.0
02/07/2018 01:00;0.0;0.0;0.0;0.0;0.0;0.0;1018.97;15.0;14.0;8000.0;0.0
02/07/2018 02:00;0.0;0.0;0.0;0.0;0.0;0.0;1018.97;14.0;14.0;8000.0;0.0
02/07/2018 03:00;0.0;40.0;1.54;0.0;0.0;0.0;1018.97;15.0;14.0;8000.0;0.0
02/07/2018 04:00;0.0;70.0;1.54;0.0;0.0;0.0;1018.97;14.0;13.0;8000.0;0.0
02/07/2018 05:00;0.0;0.0;0.0;0.0;0.0;0.0;1017.96;13.0;12.0;8000.0;0.0
02/07/2018 06:00;0.0;60.0;1.54;0.0;0.0;0.0;1017.96;13.0;12.0;8000.0;0.0
02/07/2018 07:00;0.0;100.0;0.51;0.0;0.0;0.0;1017.96;13.0;12.0;8000.0;0.0
02/07/2018 08:00;0.0;40.0;1.54;0.0;0.0;0.0;1017.96;13.0;12.0;8000.0;0.0
02/07/2018 09:00;0.0;30.0;2.06;0.0;0.0;0.0;1017.96;14.0;13.0;6000.0;0.0
02/07/2018 10:00;0.0;50.0;1.54;0.0;0.0;0.0;1018.97;13.0;13.0;8000.0;0.0
02/07/2018 11:00;0.0;60.0;1.54;12.0;3.0;984.252;1019.99;14.0;13.0;8000.0;0.0
02/07/2018 12:00;0.0;70.0;3.6;22.0;3.0;984.252;1019.99;14.0;14.0;5010.0;10.0
02/07/2018 13:00;0.0;60.0;2.57;0.0;0.0;0.0;1019.99;18.0;15.0;7000.0;0.0
02/07/2018 14:00;0.0;50.0;2.57;0.0;0.0;0.0;1018.97;21.0;15.0;9000.0;0.0
