,ICAO Empresa Aérea,Número Voo,Situação Voo,Atraso,Hora Partida,Dia Mês,Mês,Dia Semana,Tipo da nuvem da primeira camada,DireÇõÇo do Vento (0-360),Veloc. do Vento (m/s),Alt. da base das nuvens na primeira camada (m),Cobertura de nuvens da camada mais restrita(%),PressÇo reduzida ao nÇðvel do mar - QNH( hPa),Temp. do ar (C),Temp. do Ponto de Orvalho (C),Visibilidade horizontal (m) (acima de 10000m VV=10000),"Tempo Presente (Tabela 020003) <a href=""http://bancodedados.cptec.inpe.br/~rbanco/bdm/tabela_bufr_20003.pdf"">Detalhes</a>"
171,AZU,5016,REALIZADO,-5,20.083333333333332,18,Janeiro,Quinta,0.0,310.0,5.66,0.0,0.0,1013.89,30.0,20.0,10000.0,0.0
172,GLO,1090,REALIZADO,50,21.083333333333332,18,Janeiro,Quinta,0.0,290.0,4.12,0.0,0.0,1014.91,29.0,20.0,10000.0,0.0
173,AZU,2400,REALIZADO,-11,6.25,19,Janeiro,Sexta,0.0,0.0,0.0,0.0,0.0,1016.94,21.0,21.0,10000.0,0.0
174,GLO,1076,REALIZADO,0,8.083333333333334,19,Janeiro,Sexta,0.0,70.0,1.54,0.0,0.0,1016.94,20.0,20.0,10000.0,0.0
175,TAM,4605,REALIZADO,0,8.666666666666666,19,Janeiro,Sexta,0.0,70.0,1.54,0.0,0.0,1016.94,20.0,20.0,10000.0,0.0
176,GLO,1078,REALIZADO,0,10.25,19,Janeiro,Sexta,0.0,20.0,3.09,0.0,0.0,1017.96,22.0,19.0,10000.0,0.0
177,AZU,2402,REALIZADO,0,13.75,19,Janeiro,Sexta,0.0,300.0,3.09,0.0,0.0,1017.96,27.0,21.0,10000.0,0.0
178,GLO,1082,REALIZADO,0,14.583333333333334,19,Janeiro,Sexta,0.0,280.0,1.54,0.0,0.0,1017.96,28.0,20.0,10000.0,0.0
179,GLO,1084,REALIZADO,0,17.416666666666668,19,Janeiro,Sexta,0.0,240.0,2.57,0.0,0.0,1016.94,28.0,19.0,10000.0,0.0
180,GLO,1086,REALIZADO,0,18.416666666666668,19,Janeiro,Sexta,0.0,190.0,1.54,462.0,6.0,1016.94,29.0,20.0,10000.0,0.0
181,GLO,1088,REALIZADO,77,19.416666666666668,19,Janeiro,Sexta,2.0,140.0,3.09,402.0,6.0,1016.94,25.0,23.0,7000.0,0.0
182,GLO,1090,REALIZADO,2,21.083333333333332,19,Janeiro,Sexta,9.0,90.0,4.63,113.0,8.0,1016.94,21.0,0.0,8000.0,95.0
183,GLO,1076,REALIZADO,19,8.083333333333334,20,Janeiro,Sabado,0.0,0.0,0.0,216.0,2.0,1017.96,19.0,19.0,10000.0,0.0
184,TAM,4605,REALIZADO,0,8.666666666666666,20,Janeiro,Sabado,0.0,0.0,0.0,216.0,2.0,1017.96,19.0,19.0,10000.0,0.0
185,AZU,4024,REALIZADO,-6,13.333333333333334,20,Janeiro,Sabado,0.0,70.0,3.09,0.0,0.0,1018.97,24.0,19.0,10000.0,0.0
186,AZU,4131,REALIZADO,-12,16.583333333333332,20,Janeiro,Sabado,0.0,70.0,2.06,0.0,0.0,1017.96,28.0,19.0,10000.0,0.0
187,GLO,1084,REALIZADO,0,17.416666666666668,20,Janeiro,Sabado,0.0,70.0,2.57,303.0,6.0,1016.94,29.0,21.0,10000.0,0.0
188,GLO,1088,REALIZADO,37,19.416666666666668,20,Janeiro,Sabado,9.0,150.0,4.12,433.0,6.0,1015.93,23.0,20.0,8000.0,17.0
189,GLO,1090,REALIZADO,0,21.083333333333332,20,Janeiro,Sabado,0.0,70.0,3.09,53.0,6.0,1016.94,22.0,22.0,7000.0,61.0
190,TAM,4605,REALIZADO,0,8.666666666666666,21,Janeiro,Domingo,0.0,50.0,2.57,64.0,8.0,1016.94,20.0,20.0,10000.0,0.0
191,GLO,1078,REALIZADO,0,10.25,21,Janeiro,Domingo,0.0,70.0,3.09,63.0,6.0,1017.96,20.0,20.0,10000.0,0.0
192,AZU,5335,REALIZADO,-14,13.166666666666666,21,Janeiro,Domingo,0.0,50.0,2.57,206.0,6.0,1017.96,24.0,21.0,10000.0,0.0
193,GLO,1082,REALIZADO,0,14.583333333333334,21,Janeiro,Domingo,0.0,0.0,2.06,0.0,0.0,1016.94,27.0,22.0,10000.0,0.0
194,GLO,1084,REALIZADO,0,17.416666666666668,21,Janeiro,Domingo,2.0,310.0,3.6,406.0,6.0,1014.91,31.0,19.0,10000.0,0.0
195,GLO,1086,REALIZADO,0,18.416666666666668,21,Janeiro,Domingo,2.0,290.0,3.6,456.0,6.0,1013.89,31.0,19.0,10000.0,0.0
196,GLO,1088,REALIZADO,0,19.416666666666668,21,Janeiro,Domingo,9.0,100.0,4.63,456.0,6.0,1014.91,25.0,21.0,10000.0,17.0
197,AZU,2668,REALIZADO,-5,21.0,21,Janeiro,Domingo,0.0,120.0,1.03,456.0,6.0,1013.89,23.0,21.0,10000.0,0.0
198,GLO,1090,REALIZADO,0,21.083333333333332,21,Janeiro,Domingo,0.0,120.0,1.03,456.0,6.0,1013.89,23.0,21.0,10000.0,0.0
199,AZU,2400,REALIZADO,-16,6.25,22,Janeiro,Segunda,0.0,80.0,2.06,0.0,0.0,1013.89,21.0,21.0,10000.0,0.0
200,GLO,1076,REALIZADO,0,8.083333333333334,22,Janeiro,Segunda,0.0,70.0,2.57,0.0,0.0,1013.89,20.0,20.0,10000.0,0.0
201,TAM,4605,REALIZADO,0,8.666666666666666,22,Janeiro,Segunda,0.0,70.0,2.57,0.0,0.0,1013.89,20.0,20.0,10000.0,0.0
202,GLO,1078,REALIZADO,0,10.25,22,Janeiro,Segunda,0.0,60.0,2.57,106.0,2.0,1014.91,21.0,21.0,10000.0,0.0
203,AZU,2402,REALIZADO,40,13.75,22,Janeiro,Segunda,0.0,70.0,3.09,406.0,2.0,1015.93,27.0,20.0,10000.0,0.0
204,GLO,1082,REALIZADO,0,14.583333333333334,22,Janeiro,Segunda,0.0,130.0,1.54,406.0,2.0,1014.91,29.0,21.0,10000.0,0.0
205,GLO,1084,REALIZADO,19,17.416666666666668,22,Janeiro,Segunda,0.0,290.0,5.15,402.0,3.0,1012.88,33.0,20.0,10000.0,0.0
206,GLO,1086,REALIZADO,0,18.416666666666668,22,Janeiro,Segunda,0.0,310.0,4.63,402.0,3.0,1011.86,33.0,20.0,10000.0,0.0
207,GLO,1088,REALIZADO,0,19.416666666666668,22,Janeiro,Segunda,9.0,320.0,2.57,456.0,2.0,1011.86,31.0,21.0,10000.0,0.0
208,AZU,5016,REALIZADO,0,20.083333333333332,22,Janeiro,Segunda,2.0,130.0,3.6,456.0,3.0,1011.86,26.0,19.0,10000.0,0.0
209,GLO,1090,REALIZADO,0,21.083333333333332,22,Janeiro,Segunda,2.0,90.0,3.09,452.0,3.0,1011.86,26.0,19.0,10000.0,0.0
210,AZU,2400,REALIZADO,-8,6.25,23,Janeiro,Terca,0.0,60.0,2.57,93.0,6.0,1014.91,21.0,21.0,8000.0,0.0
211,GLO,1076,REALIZADO,0,8.083333333333334,23,Janeiro,Terca,0.0,70.0,2.57,0.0,0.0,1013.89,21.0,20.0,10000.0,0.0
212,TAM,4605,REALIZADO,0,8.666666666666666,23,Janeiro,Terca,0.0,70.0,2.57,0.0,0.0,1013.89,21.0,20.0,10000.0,0.0
213,GLO,1078,REALIZADO,0,10.25,23,Janeiro,Terca,0.0,10.0,2.57,0.0,0.0,1014.91,22.0,20.0,10000.0,0.0
214,AZU,2402,REALIZADO,0,13.75,23,Janeiro,Terca,0.0,330.0,3.09,0.0,0.0,1014.91,28.0,21.0,10000.0,0.0
215,GLO,1084,REALIZADO,72,17.416666666666668,23,Janeiro,Terca,2.0,320.0,5.15,402.0,3.0,1012.88,33.0,20.0,10000.0,0.0
216,GLO,1086,REALIZADO,28,18.416666666666668,23,Janeiro,Terca,9.0,180.0,2.57,402.0,3.0,1011.86,27.0,22.0,10000.0,95.0
217,GLO,1088,REALIZADO,0,19.416666666666668,23,Janeiro,Terca,9.0,170.0,4.63,502.0,3.0,0.0,24.0,21.0,9000.0,95.0
218,AZU,5016,REALIZADO,-8,20.083333333333332,23,Janeiro,Terca,9.0,120.0,1.54,503.0,6.0,1012.88,22.0,21.0,10000.0,95.0
219,GLO,1090,REALIZADO,0,21.083333333333332,23,Janeiro,Terca,0.0,40.0,3.6,0.0,0.0,1011.86,23.0,21.0,10000.0,0.0
220,AZU,2400,REALIZADO,-7,6.25,24,Janeiro,Quarta,0.0,250.0,1.54,203.0,6.0,1015.93,20.0,20.0,10000.0,0.0
221,GLO,1076,REALIZADO,0,8.083333333333334,24,Janeiro,Quarta,0.0,270.0,1.54,0.0,0.0,1015.93,19.0,19.0,10000.0,0.0
222,TAM,4605,REALIZADO,0,8.666666666666666,24,Janeiro,Quarta,0.0,270.0,1.54,0.0,0.0,1015.93,19.0,19.0,10000.0,0.0
223,GLO,1078,REALIZADO,0,10.25,24,Janeiro,Quarta,0.0,300.0,1.54,0.0,0.0,1014.91,21.0,19.0,10000.0,0.0
224,AZU,2402,REALIZADO,-8,13.75,24,Janeiro,Quarta,0.0,50.0,4.12,0.0,0.0,1014.91,26.0,21.0,10000.0,0.0
225,GLO,1084,REALIZADO,48,17.416666666666668,24,Janeiro,Quarta,0.0,230.0,2.06,352.0,3.0,1012.88,33.0,18.0,10000.0,0.0
226,GLO,1086,REALIZADO,18,18.416666666666668,24,Janeiro,Quarta,9.0,190.0,2.06,453.0,6.0,1011.86,31.0,20.0,10000.0,95.0
227,GLO,1088,REALIZADO,0,19.416666666666668,24,Janeiro,Quarta,9.0,310.0,5.15,452.0,6.0,1012.88,26.0,20.0,10000.0,17.0
228,AZU,5016,REALIZADO,-3,20.083333333333332,24,Janeiro,Quarta,0.0,290.0,3.09,452.0,6.0,1012.88,26.0,21.0,10000.0,0.0
229,GLO,1090,REALIZADO,0,21.083333333333332,24,Janeiro,Quarta,0.0,350.0,2.57,0.0,0.0,1012.88,25.0,20.0,10000.0,0.0
230,AZU,2400,REALIZADO,-2,6.25,25,Janeiro,Quinta,0.0,150.0,1.03,206.0,2.0,1014.91,22.0,20.0,10000.0,0.0
231,GLO,1076,REALIZADO,0,8.083333333333334,25,Janeiro,Quinta,0.0,120.0,0.51,202.0,3.0,1013.89,20.0,20.0,10000.0,0.0
232,TAM,4605,REALIZADO,0,8.666666666666666,25,Janeiro,Quinta,0.0,120.0,0.51,202.0,3.0,1013.89,20.0,20.0,10000.0,0.0
233,GLO,1078,REALIZADO,20,10.25,25,Janeiro,Quinta,0.0,120.0,1.54,116.0,3.0,1014.91,22.0,20.0,10000.0,0.0
234,AZU,2402,REALIZADO,0,13.75,25,Janeiro,Quinta,0.0,100.0,2.06,253.0,6.0,1015.93,26.0,21.0,10000.0,0.0
235,GLO,1082,REALIZADO,0,14.583333333333334,25,Janeiro,Quinta,0.0,140.0,2.06,303.0,6.0,1015.93,27.0,20.0,10000.0,0.0
236,GLO,1084,REALIZADO,0,17.416666666666668,25,Janeiro,Quinta,0.0,150.0,3.09,363.0,6.0,1013.89,29.0,21.0,10000.0,0.0
237,GLO,1086,REALIZADO,0,18.416666666666668,25,Janeiro,Quinta,0.0,150.0,5.66,303.0,6.0,1013.89,28.0,22.0,10000.0,0.0
238,GLO,1088,REALIZADO,0,19.416666666666668,25,Janeiro,Quinta,0.0,160.0,5.15,236.0,6.0,1013.89,26.0,22.0,10000.0,0.0
239,AZU,5016,REALIZADO,0,20.083333333333332,25,Janeiro,Quinta,0.0,190.0,4.63,213.0,6.0,1013.89,25.0,21.0,10000.0,0.0
240,GLO,1090,REALIZADO,0,21.083333333333332,25,Janeiro,Quinta,0.0,170.0,4.12,153.0,6.0,1013.89,24.0,21.0,10000.0,0.0
241,AZU,2400,REALIZADO,-13,6.25,26,Janeiro,Sexta,0.0,0.0,0.0,173.0,6.0,1014.91,20.0,19.0,10000.0,0.0
242,GLO,1076,REALIZADO,0,8.083333333333334,26,Janeiro,Sexta,0.0,80.0,0.51,153.0,6.0,1014.91,21.0,19.0,10000.0,0.0
243,TAM,4605,REALIZADO,0,8.666666666666666,26,Janeiro,Sexta,0.0,80.0,0.51,153.0,6.0,1014.91,21.0,19.0,10000.0,0.0
244,GLO,1078,REALIZADO,0,10.25,26,Janeiro,Sexta,0.0,100.0,1.54,102.0,6.0,1015.93,22.0,20.0,10000.0,0.0
245,AZU,2402,REALIZADO,3,13.75,26,Janeiro,Sexta,0.0,130.0,3.09,136.0,6.0,1016.94,23.0,20.0,10000.0,0.0
246,GLO,1082,REALIZADO,0,14.583333333333334,26,Janeiro,Sexta,0.0,120.0,3.6,203.0,6.0,1016.94,24.0,20.0,10000.0,0.0
247,GLO,1084,REALIZADO,0,17.416666666666668,26,Janeiro,Sexta,0.0,160.0,5.15,173.0,6.0,1015.93,24.0,20.0,10000.0,0.0
248,GLO,1086,REALIZADO,0,18.416666666666668,26,Janeiro,Sexta,0.0,150.0,4.12,203.0,6.0,1015.93,24.0,20.0,10000.0,0.0
249,GLO,1088,REALIZADO,0,19.416666666666668,26,Janeiro,Sexta,0.0,170.0,4.63,204.0,8.0,1015.93,23.0,19.0,10000.0,0.0
250,AZU,5016,REALIZADO,-9,20.083333333333332,26,Janeiro,Sexta,0.0,150.0,4.12,174.0,8.0,1014.91,22.0,19.0,10000.0,61.0
251,GLO,1090,REALIZADO,0,21.083333333333332,26,Janeiro,Sexta,0.0,120.0,3.6,194.0,8.0,1014.91,22.0,19.0,10000.0,0.0
252,GLO,1076,REALIZADO,0,8.083333333333334,27,Janeiro,Sabado,0.0,110.0,2.06,103.0,6.0,1015.93,20.0,18.0,10000.0,0.0
253,TAM,4605,REALIZADO,0,8.666666666666666,27,Janeiro,Sabado,0.0,110.0,2.06,103.0,6.0,1015.93,20.0,18.0,10000.0,0.0
254,AZU,4024,REALIZADO,0,13.333333333333334,27,Janeiro,Sabado,0.0,150.0,3.6,136.0,6.0,1017.96,22.0,18.0,10000.0,0.0
255,AZU,4131,REALIZADO,0,16.583333333333332,27,Janeiro,Sabado,0.0,140.0,3.6,333.0,6.0,1016.94,25.0,18.0,10000.0,0.0
256,GLO,1084,REALIZADO,-12,17.416666666666668,27,Janeiro,Sabado,0.0,140.0,3.09,353.0,6.0,1015.93,25.0,18.0,10000.0,0.0
257,GLO,1088,REALIZADO,0,19.416666666666668,27,Janeiro,Sabado,0.0,150.0,4.12,253.0,6.0,1014.91,24.0,19.0,10000.0,0.0
258,GLO,1090,REALIZADO,0,21.083333333333332,27,Janeiro,Sabado,0.0,110.0,3.6,156.0,6.0,1014.91,22.0,19.0,10000.0,0.0
259,TAM,4605,REALIZADO,0,8.666666666666666,28,Janeiro,Domingo,0.0,70.0,2.57,93.0,6.0,1013.89,19.0,19.0,10000.0,0.0
260,GLO,1078,REALIZADO,0,10.25,28,Janeiro,Domingo,0.0,50.0,3.09,72.0,8.0,1014.91,20.0,19.0,10000.0,0.0
261,AZU,5335,REALIZADO,-2,13.166666666666666,28,Janeiro,Domingo,0.0,70.0,4.12,116.0,2.0,1014.91,25.0,21.0,10000.0,0.0
262,GLO,1082,REALIZADO,0,14.583333333333334,28,Janeiro,Domingo,0.0,90.0,3.09,202.0,3.0,1014.91,26.0,21.0,10000.0,0.0
263,GLO,1084,REALIZADO,0,17.416666666666668,28,Janeiro,Domingo,0.0,330.0,4.63,403.0,6.0,1011.86,31.0,20.0,10000.0,0.0
264,GLO,1086,REALIZADO,0,18.416666666666668,28,Janeiro,Domingo,0.0,300.0,5.15,453.0,6.0,1010.85,31.0,20.0,10000.0,0.0
265,GLO,1088,REALIZADO,0,19.416666666666668,28,Janeiro,Domingo,9.0,270.0,2.57,356.0,6.0,1010.17,29.0,20.0,10000.0,0.0
266,AZU,2668,REALIZADO,-12,21.0,28,Janeiro,Domingo,2.0,150.0,3.09,406.0,6.0,1010.85,24.0,22.0,6000.0,61.0
267,GLO,1090,REALIZADO,0,21.083333333333332,28,Janeiro,Domingo,2.0,150.0,3.09,406.0,6.0,1010.85,24.0,22.0,6000.0,61.0
268,AZU,2400,REALIZADO,-7,6.25,29,Janeiro,Segunda,0.0,60.0,3.6,66.0,6.0,1010.85,22.0,22.0,6000.0,0.0
269,TAM,4605,REALIZADO,0,8.666666666666666,29,Janeiro,Segunda,0.0,60.0,2.57,56.0,6.0,1010.85,21.0,21.0,7000.0,0.0
270,GLO,1078,REALIZADO,13,10.25,29,Janeiro,Segunda,0.0,80.0,2.06,36.0,6.0,1011.86,22.0,22.0,7000.0,0.0
271,AZU,2402,REALIZADO,19,13.75,29,Janeiro,Segunda,0.0,300.0,2.06,203.0,6.0,1012.88,25.0,22.0,10000.0,0.0
272,GLO,1082,REALIZADO,0,14.583333333333334,29,Janeiro,Segunda,0.0,340.0,3.09,194.0,8.0,1012.88,23.0,23.0,7000.0,61.0
273,GLO,1084,REALIZADO,25,17.416666666666668,29,Janeiro,Segunda,0.0,290.0,3.09,206.0,6.0,1010.85,26.0,21.0,10000.0,0.0
274,GLO,1086,REALIZADO,0,18.416666666666668,29,Janeiro,Segunda,0.0,310.0,2.57,306.0,6.0,1010.17,26.0,21.0,10000.0,0.0
275,GLO,1088,REALIZADO,0,19.416666666666668,29,Janeiro,Segunda,0.0,250.0,1.03,306.0,6.0,1009.15,26.0,21.0,10000.0,0.0
276,AZU,5016,REALIZADO,-3,20.083333333333332,29,Janeiro,Segunda,0.0,350.0,1.03,306.0,6.0,1009.15,27.0,21.0,0.0,0.0
277,AZU,2400,REALIZADO,-12,6.25,30,Janeiro,Terca,0.0,0.0,0.0,234.0,8.0,1010.85,19.0,19.0,10000.0,0.0
278,GLO,1076,REALIZADO,0,8.083333333333334,30,Janeiro,Terca,0.0,310.0,1.03,254.0,8.0,1010.85,19.0,18.0,10000.0,0.0
279,TAM,4605,REALIZADO,0,8.666666666666666,30,Janeiro,Terca,0.0,310.0,1.03,254.0,8.0,1010.85,19.0,18.0,10000.0,0.0
280,GLO,1078,REALIZADO,0,10.25,30,Janeiro,Terca,0.0,0.0,0.0,134.0,8.0,1011.86,19.0,19.0,10000.0,0.0
281,AZU,2402,REALIZADO,35,13.75,30,Janeiro,Terca,0.0,180.0,1.54,52.0,8.0,1012.88,20.0,20.0,2990.0,61.0
282,GLO,1084,REALIZADO,0,17.416666666666668,30,Janeiro,Terca,0.0,150.0,2.06,136.0,8.0,1011.86,21.0,19.0,7000.0,61.0
283,GLO,1086,REALIZADO,16,18.416666666666668,30,Janeiro,Terca,0.0,160.0,1.03,53.0,8.0,1011.86,20.0,20.0,2490.0,61.0
284,AZU,5016,REALIZADO,-16,20.083333333333332,30,Janeiro,Terca,0.0,130.0,2.57,103.0,8.0,1011.86,18.0,18.0,2490.0,61.0
285,GLO,1090,REALIZADO,0,21.083333333333332,30,Janeiro,Terca,0.0,160.0,2.57,92.0,8.0,0.0,18.0,18.0,5010.0,61.0
286,AZU,2400,REALIZADO,-17,6.25,31,Janeiro,Quarta,0.0,0.0,0.0,116.0,6.0,1011.86,16.0,16.0,7000.0,0.0
287,GLO,1076,REALIZADO,0,8.083333333333334,31,Janeiro,Quarta,0.0,50.0,1.54,116.0,6.0,1011.86,18.0,18.0,7000.0,0.0
288,TAM,4605,REALIZADO,0,8.666666666666666,31,Janeiro,Quarta,0.0,50.0,1.54,116.0,6.0,1011.86,18.0,18.0,7000.0,0.0
289,GLO,1078,REALIZADO,0,10.25,31,Janeiro,Quarta,0.0,80.0,1.54,116.0,6.0,1013.89,18.0,18.0,7000.0,0.0
290,AZU,2402,REALIZADO,0,13.75,31,Janeiro,Quarta,0.0,120.0,2.57,233.0,6.0,1014.91,22.0,17.0,10000.0,0.0
291,GLO,1084,REALIZADO,5,17.416666666666668,31,Janeiro,Quarta,0.0,160.0,4.63,332.0,3.0,1013.89,25.0,17.0,10000.0,0.0
292,GLO,1086,REALIZADO,0,18.416666666666668,31,Janeiro,Quarta,0.0,180.0,3.6,352.0,3.0,1013.89,25.0,17.0,10000.0,0.0
293,GLO,1088,REALIZADO,0,19.416666666666668,31,Janeiro,Quarta,0.0,170.0,5.15,332.0,3.0,1013.89,24.0,17.0,10000.0,0.0
294,AZU,5016,REALIZADO,-17,20.083333333333332,31,Janeiro,Quarta,0.0,160.0,4.12,352.0,3.0,1012.88,24.0,15.0,10000.0,0.0
295,GLO,1090,REALIZADO,0,21.083333333333332,31,Janeiro,Quarta,0.0,160.0,4.12,352.0,3.0,1012.88,23.0,16.0,10000.0,0.0
296,AZU,2400,REALIZADO,-13,6.25,1,Fevereiro,Quinta,0.0,70.0,1.54,72.0,6.0,1013.89,18.0,18.0,10000.0,0.0
297,GLO,1076,REALIZADO,0,8.083333333333334,1,Fevereiro,Quinta,0.0,60.0,2.06,73.0,6.0,1013.89,18.0,18.0,9000.0,0.0
298,TAM,4605,REALIZADO,12,8.666666666666666,1,Fevereiro,Quinta,0.0,60.0,2.06,73.0,6.0,1013.89,18.0,18.0,9000.0,0.0
299,GLO,1078,REALIZADO,0,10.25,1,Fevereiro,Quinta,0.0,0.0,0.0,106.0,2.0,1014.91,19.0,18.0,10000.0,0.0
300,AZU,2402,REALIZADO,-1,13.75,1,Fevereiro,Quinta,0.0,120.0,3.09,252.0,3.0,1014.91,23.0,17.0,10000.0,0.0
301,GLO,1082,REALIZADO,0,14.583333333333334,1,Fevereiro,Quinta,0.0,130.0,1.54,303.0,6.0,1015.93,25.0,18.0,10000.0,0.0
302,GLO,1084,REALIZADO,0,17.416666666666668,1,Fevereiro,Quinta,0.0,140.0,3.6,403.0,6.0,1012.88,26.0,18.0,10000.0,0.0
303,GLO,1086,REALIZADO,0,18.416666666666668,1,Fevereiro,Quinta,0.0,160.0,4.63,403.0,6.0,1012.88,25.0,18.0,10000.0,0.0
304,GLO,1088,REALIZADO,0,19.416666666666668,1,Fevereiro,Quinta,0.0,170.0,4.63,403.0,6.0,1012.88,25.0,18.0,10000.0,0.0
305,AZU,5016,REALIZADO,-9,20.083333333333332,1,Fevereiro,Quinta,0.0,160.0,4.63,402.0,3.0,1012.88,24.0,17.0,10000.0,0.0
306,GLO,1090,REALIZADO,23,21.083333333333332,1,Fevereiro,Quinta,0.0,160.0,4.12,302.0,3.0,1012.88,23.0,17.0,10000.0,0.0
307,AZU,2400,REALIZADO,-12,6.25,2,Fevereiro,Sexta,0.0,110.0,1.54,102.0,3.0,1012.88,19.0,18.0,10000.0,0.0
308,GLO,1076,REALIZADO,0,8.083333333333334,2,Fevereiro,Sexta,0.0,80.0,1.54,112.0,3.0,1012.88,19.0,18.0,10000.0,0.0
309,TAM,4605,REALIZADO,-2,8.666666666666666,2,Fevereiro,Sexta,0.0,80.0,1.54,112.0,3.0,1012.88,19.0,18.0,10000.0,0.0
310,GLO,1078,REALIZADO,0,10.25,2,Fevereiro,Sexta,0.0,90.0,0.51,256.0,2.0,1012.88,19.0,18.0,8000.0,0.0
311,GLO,1082,REALIZADO,0,14.583333333333334,2,Fevereiro,Sexta,0.0,80.0,2.06,253.0,6.0,1012.88,24.0,18.0,10000.0,0.0
312,GLO,1084,REALIZADO,0,17.416666666666668,2,Fevereiro,Sexta,0.0,150.0,2.57,402.0,3.0,1010.85,27.0,18.0,10000.0,0.0
313,GLO,1086,REALIZADO,0,18.416666666666668,2,Fevereiro,Sexta,0.0,170.0,2.06,406.0,2.0,1010.85,26.0,19.0,10000.0,0.0
314,GLO,1088,REALIZADO,0,19.416666666666668,2,Fevereiro,Sexta,0.0,170.0,4.63,302.0,6.0,1010.17,25.0,20.0,10000.0,0.0
315,AZU,5016,REALIZADO,-9,20.083333333333332,2,Fevereiro,Sexta,0.0,160.0,4.63,203.0,6.0,1010.17,24.0,20.0,10000.0,0.0
316,GLO,1090,REALIZADO,0,21.083333333333332,2,Fevereiro,Sexta,0.0,160.0,4.12,203.0,6.0,1010.85,23.0,19.0,10000.0,0.0
317,GLO,1076,REALIZADO,0,8.083333333333334,3,Fevereiro,Sabado,0.0,80.0,1.03,153.0,6.0,1011.86,19.0,18.0,10000.0,0.0
318,TAM,4605,REALIZADO,-11,8.666666666666666,3,Fevereiro,Sabado,0.0,80.0,1.03,153.0,6.0,1011.86,19.0,18.0,10000.0,0.0
319,AZU,4024,REALIZADO,-14,13.333333333333334,3,Fevereiro,Sabado,0.0,140.0,2.57,243.0,6.0,1012.88,23.0,18.0,10000.0,0.0
320,AZU,4131,REALIZADO,-23,16.583333333333332,3,Fevereiro,Sabado,0.0,160.0,4.63,303.0,6.0,1011.86,26.0,19.0,10000.0,0.0
321,GLO,1084,REALIZADO,0,17.416666666666668,3,Fevereiro,Sabado,0.0,150.0,5.66,243.0,6.0,1011.86,24.0,19.0,10000.0,0.0
322,GLO,1088,REALIZADO,0,19.416666666666668,3,Fevereiro,Sabado,0.0,160.0,5.66,233.0,6.0,1011.86,23.0,18.0,10000.0,0.0
323,GLO,1090,REALIZADO,0,21.083333333333332,3,Fevereiro,Sabado,0.0,150.0,5.15,213.0,6.0,1012.88,21.0,17.0,10000.0,0.0
324,TAM,4605,REALIZADO,-10,8.666666666666666,4,Fevereiro,Domingo,0.0,0.0,0.0,173.0,6.0,1013.89,16.0,15.0,10000.0,0.0
325,GLO,1078,REALIZADO,0,10.25,4,Fevereiro,Domingo,0.0,40.0,1.03,192.0,3.0,1015.93,18.0,16.0,10000.0,0.0
326,AZU,5335,REALIZADO,-4,13.166666666666666,4,Fevereiro,Domingo,0.0,110.0,3.09,203.0,6.0,1016.94,23.0,17.0,10000.0,0.0
327,GLO,1082,REALIZADO,0,14.583333333333334,4,Fevereiro,Domingo,0.0,100.0,2.57,303.0,6.0,1016.94,23.0,17.0,10000.0,0.0
328,GLO,1084,REALIZADO,14,17.416666666666668,4,Fevereiro,Domingo,0.0,150.0,3.6,304.0,8.0,1014.91,23.0,18.0,10000.0,0.0
329,GLO,1086,REALIZADO,0,18.416666666666668,4,Fevereiro,Domingo,0.0,150.0,3.6,304.0,8.0,1014.91,23.0,17.0,10000.0,0.0
330,GLO,1088,REALIZADO,0,19.416666666666668,4,Fevereiro,Domingo,0.0,140.0,4.12,233.0,6.0,1014.91,23.0,17.0,10000.0,0.0
331,AZU,2668,REALIZADO,22,21.0,4,Fevereiro,Domingo,0.0,120.0,4.63,214.0,8.0,1014.91,21.0,17.0,10000.0,0.0
332,GLO,1090,REALIZADO,0,21.083333333333332,4,Fevereiro,Domingo,0.0,120.0,4.63,214.0,8.0,1014.91,21.0,17.0,10000.0,0.0
333,AZU,2400,REALIZADO,-18,6.25,5,Fevereiro,Segunda,0.0,110.0,1.03,352.0,3.0,1013.89,18.0,17.0,10000.0,0.0
334,GLO,1076,REALIZADO,24,8.083333333333334,5,Fevereiro,Segunda,0.0,130.0,1.03,302.0,3.0,1013.89,18.0,17.0,10000.0,0.0
335,TAM,4605,REALIZADO,-5,8.666666666666666,5,Fevereiro,Segunda,0.0,130.0,1.03,302.0,3.0,1013.89,18.0,17.0,10000.0,0.0
336,GLO,1078,REALIZADO,0,10.25,5,Fevereiro,Segunda,0.0,110.0,2.57,302.0,3.0,1013.89,18.0,18.0,10000.0,0.0
337,GLO,1082,REALIZADO,0,14.583333333333334,5,Fevereiro,Segunda,0.0,80.0,3.6,333.0,6.0,1014.91,24.0,16.0,10000.0,0.0
338,GLO,1086,REALIZADO,23,18.416666666666668,5,Fevereiro,Segunda,0.0,140.0,3.09,363.0,6.0,1011.86,26.0,18.0,10000.0,0.0
339,GLO,1090,REALIZADO,30,21.083333333333332,5,Fevereiro,Segunda,0.0,170.0,3.6,173.0,6.0,1012.88,21.0,18.0,10000.0,0.0
340,AZU,2400,REALIZADO,-5,6.25,6,Fevereiro,Terca,0.0,120.0,1.03,102.0,6.0,1011.86,19.0,18.0,7000.0,0.0
