Data/Hora;Tipo da nuvem da primeira camada;Dire«ı«úo do Vento (0-360);Veloc. do Vento (m/s);Alt. da base das nuvens na primeira camada (m);Cobertura de nuvens da camada mais restrita(%);Cobertura de nuvens da primeira camada (oitavos);Press«úo reduzida ao n«vel do mar - QNH( hPa);Temp. do ar (C);Temp. do Ponto de Orvalho (C);Visibilidade horizontal (m) (acima de 10000m VV=10000);"Tempo Presente (Tabela 020003) <a href=""http://bancodedados.cptec.inpe.br/~rbanco/bdm/tabela_bufr_20003.pdf"">Detalhes</a>"
02/05/2018 23:00;0.0;110.0;2.06;113.0;6.0;1.968.504;1022.02;20.0;18.0;10000.0;0.0
03/05/2018 00:00;0.0;130.0;2.06;116.0;2.0;656.168;1022.02;20.0;18.0;10000.0;0.0
03/05/2018 01:00;0.0;130.0;1.54;136.0;2.0;656.168;1023.04;19.0;18.0;10000.0;0.0
03/05/2018 02:00;0.0;130.0;0.51;0.0;0.0;0.0;1022.02;18.0;18.0;10000.0;0.0
03/05/2018 03:00;0.0;70.0;1.03;0.0;0.0;0.0;1022.02;18.0;18.0;8000.0;0.0
03/05/2018 04:00;0.0;0.0;0.0;0.0;0.0;0.0;1021.0;18.0;18.0;10000.0;0.0
03/05/2018 05:00;0.0;60.0;3.09;73.0;6.0;1.968.504;1021.0;18.0;18.0;10000.0;0.0
03/05/2018 06:00;0.0;70.0;4.12;53.0;6.0;1.968.504;1019.99;18.0;18.0;10000.0;0.0
03/05/2018 07:00;0.0;70.0;3.6;103.0;6.0;1.968.504;1019.99;18.0;18.0;10000.0;0.0
03/05/2018 08:00;0.0;60.0;4.12;74.0;8.0;2.624.672;1019.99;18.0;18.0;10000.0;0.0
03/05/2018 09:00;0.0;60.0;5.15;64.0;8.0;2.624.672;1021.0;18.0;18.0;8000.0;0.0
03/05/2018 10:00;0.0;60.0;4.12;74.0;8.0;2.624.672;1022.02;19.0;18.0;7000.0;0.0
03/05/2018 11:00;0.0;60.0;4.63;84.0;8.0;2.624.672;1023.04;19.0;18.0;8000.0;0.0
03/05/2018 12:00;0.0;60.0;4.12;113.0;6.0;1.968.504;1024.05;20.0;18.0;10000.0;0.0
03/05/2018 13:00;0.0;80.0;3.6;136.0;2.0;656.168;1024.05;21.0;18.0;10000.0;0.0
03/05/2018 14:00;0.0;50.0;2.06;0.0;0.0;0.0;1023.04;24.0;18.0;10000.0;0.0
03/05/2018 15:00;0.0;40.0;2.57;356.0;2.0;656.168;1022.02;26.0;18.0;10000.0;0.0
03/05/2018 16:00;0.0;340.0;4.12;463.0;6.0;1.968.504;1021.0;28.0;16.0;10000.0;0.0
03/05/2018 17:00;0.0;310.0;3.09;453.0;6.0;1.968.504;1019.99;29.0;16.0;10000.0;0.0
03/05/2018 18:00;0.0;280.0;2.06;453.0;6.0;1.968.504;1018.97;28.0;15.0;10000.0;0.0
03/05/2018 19:00;0.0;320.0;2.57;452.0;3.0;984.252;1018.97;28.0;15.0;10000.0;0.0
03/05/2018 20:00;0.0;340.0;3.09;0.0;0.0;0.0;1018.97;27.0;15.0;10000.0;0.0
03/05/2018 21:00;0.0;350.0;2.57;0.0;0.0;0.0;1018.97;26.0;16.0;10000.0;0.0
03/05/2018 22:00;0.0;60.0;1.54;0.0;0.0;0.0;1019.99;23.0;17.0;10000.0;0.0
03/05/2018 23:00;0.0;0.0;0.0;0.0;0.0;0.0;1019.99;21.0;18.0;10000.0;0.0
04/05/2018 00:00;0.0;0.0;0.0;0.0;0.0;0.0;1021.0;20.0;19.0;10000.0;0.0
04/05/2018 01:00;0.0;0.0;0.0;0.0;0.0;0.0;1021.0;20.0;19.0;8000.0;0.0
04/05/2018 02:00;0.0;0.0;0.0;0.0;0.0;0.0;1021.0;19.0;19.0;7000.0;0.0
04/05/2018 03:00;0.0;80.0;1.03;0.0;0.0;0.0;1021.0;19.0;19.0;4510.0;10.0
04/05/2018 04:00;0.0;120.0;0.51;0.0;0.0;0.0;1019.99;18.0;18.0;4510.0;10.0
04/05/2018 05:00;0.0;90.0;1.03;0.0;0.0;0.0;1019.99;18.0;18.0;4510.0;10.0
04/05/2018 06:00;0.0;80.0;2.57;0.0;0.0;0.0;1019.99;18.0;18.0;7000.0;0.0
04/05/2018 07:00;0.0;90.0;2.06;0.0;0.0;0.0;1019.99;18.0;18.0;7000.0;0.0
04/05/2018 08:00;0.0;70.0;2.57;0.0;0.0;0.0;1019.99;17.0;17.0;7000.0;0.0
04/05/2018 09:00;0.0;60.0;3.6;14.0;8.0;2.624.672;1021.0;17.0;17.0;2000.0;10.0
04/05/2018 10:00;0.0;60.0;3.6;14.0;8.0;2.624.672;1021.0;17.0;17.0;400.0;10.0
04/05/2018 11:00;0.0;60.0;3.09;14.0;8.0;2.624.672;1022.02;17.0;17.0;710.0;10.0
04/05/2018 12:00;0.0;40.0;3.6;33.0;6.0;1.968.504;1022.02;18.0;18.0;5010.0;10.0
04/05/2018 13:00;0.0;40.0;3.6;66.0;2.0;656.168;1023.04;20.0;18.0;10000.0;0.0
04/05/2018 14:00;0.0;60.0;3.6;0.0;0.0;0.0;1022.02;23.0;18.0;10000.0;0.0
04/05/2018 15:00;0.0;60.0;2.06;0.0;0.0;0.0;1021.0;26.0;18.0;10000.0;0.0
04/05/2018 16:00;0.0;20.0;2.06;306.0;2.0;656.168;1019.99;28.0;16.0;10000.0;0.0
04/05/2018 17:00;0.0;40.0;2.06;356.0;2.0;656.168;1018.97;29.0;14.0;10000.0;0.0
04/05/2018 18:00;0.0;30.0;2.57;456.0;2.0;656.168;1018.97;28.0;14.0;10000.0;0.0
04/05/2018 19:00;0.0;350.0;2.06;0.0;0.0;0.0;1018.97;29.0;14.0;10000.0;0.0
04/05/2018 20:00;0.0;20.0;3.09;0.0;0.0;0.0;1018.97;28.0;15.0;10000.0;0.0
04/05/2018 21:00;0.0;90.0;2.06;206.0;2.0;656.168;1018.97;25.0;16.0;10000.0;0.0
04/05/2018 22:00;0.0;80.0;1.54;0.0;0.0;0.0;1019.99;23.0;16.0;10000.0;0.0
04/05/2018 23:00;0.0;110.0;1.03;0.0;0.0;0.0;1019.99;22.0;16.0;10000.0;0.0
05/05/2018 00:00;0.0;130.0;1.54;0.0;0.0;0.0;1021.0;21.0;16.0;10000.0;0.0
05/05/2018 01:00;0.0;0.0;0.0;0.0;0.0;0.0;1021.0;18.0;17.0;10000.0;0.0
05/05/2018 02:00;0.0;0.0;0.0;0.0;0.0;0.0;1021.0;18.0;17.0;10000.0;0.0
05/05/2018 03:00;0.0;100.0;1.03;0.0;0.0;0.0;1021.0;18.0;16.0;9000.0;0.0
05/05/2018 04:00;0.0;0.0;0.0;0.0;0.0;0.0;1019.99;16.0;16.0;8000.0;0.0
05/05/2018 05:00;0.0;0.0;0.0;0.0;0.0;0.0;1019.99;17.0;16.0;8000.0;0.0
05/05/2018 06:00;0.0;80.0;1.03;0.0;0.0;0.0;1019.99;16.0;15.0;8000.0;0.0
05/05/2018 07:00;0.0;80.0;1.03;0.0;0.0;0.0;1019.99;17.0;16.0;8000.0;0.0
05/05/2018 08:00;0.0;40.0;1.03;0.0;0.0;0.0;1019.99;16.0;15.0;7000.0;0.0
05/05/2018 09:00;0.0;90.0;0.51;0.0;0.0;0.0;1021.0;16.0;15.0;6000.0;0.0
05/05/2018 10:00;0.0;90.0;2.06;0.0;0.0;0.0;1022.02;18.0;16.0;9000.0;0.0
05/05/2018 11:00;0.0;70.0;2.57;0.0;0.0;0.0;1022.02;19.0;17.0;6000.0;0.0
05/05/2018 12:00;0.0;60.0;4.12;0.0;0.0;0.0;1023.04;21.0;18.0;10000.0;0.0
05/05/2018 13:00;0.0;60.0;4.12;0.0;0.0;0.0;1023.04;23.0;17.0;10000.0;0.0
05/05/2018 14:00;0.0;90.0;3.09;0.0;0.0;0.0;1022.02;25.0;17.0;10000.0;0.0
05/05/2018 15:00;0.0;60.0;3.09;0.0;0.0;0.0;1022.02;28.0;16.0;10000.0;0.0
05/05/2018 16:00;0.0;110.0;2.06;0.0;0.0;0.0;1021.0;29.0;15.0;10000.0;0.0
05/05/2018 17:00;0.0;140.0;3.09;0.0;0.0;0.0;1019.99;28.0;15.0;10000.0;0.0
05/05/2018 18:00;0.0;130.0;2.57;0.0;0.0;0.0;1019.99;28.0;15.0;10000.0;0.0
05/05/2018 19:00;0.0;80.0;2.06;0.0;0.0;0.0;1019.99;28.0;16.0;10000.0;0.0
05/05/2018 20:00;0.0;140.0;3.09;0.0;0.0;0.0;1019.99;25.0;20.0;8000.0;0.0
05/05/2018 21:00;0.0;170.0;3.09;0.0;0.0;0.0;1021.0;23.0;19.0;6000.0;0.0
05/05/2018 22:00;0.0;160.0;2.06;0.0;0.0;0.0;1022.02;22.0;19.0;5010.0;10.0
05/05/2018 23:00;0.0;150.0;1.54;0.0;0.0;0.0;1023.04;21.0;19.0;8000.0;0.0
06/05/2018 00:00;0.0;0.0;0.0;0.0;0.0;0.0;1023.04;20.0;18.0;10000.0;0.0
06/05/2018 01:00;0.0;120.0;1.03;0.0;0.0;0.0;1023.04;18.0;18.0;10000.0;0.0
06/05/2018 02:00;0.0;0.0;0.0;0.0;0.0;0.0;1023.04;18.0;18.0;10000.0;0.0
06/05/2018 03:00;0.0;160.0;0.51;0.0;0.0;0.0;1023.04;18.0;18.0;10000.0;0.0
06/05/2018 04:00;0.0;40.0;1.03;0.0;0.0;0.0;1023.04;18.0;17.0;6000.0;0.0
06/05/2018 05:00;0.0;0.0;0.0;0.0;0.0;0.0;1023.04;17.0;17.0;7000.0;0.0
06/05/2018 06:00;0.0;0.0;0.0;0.0;0.0;0.0;1022.02;17.0;17.0;6000.0;0.0
06/05/2018 07:00;0.0;0.0;0.0;63.0;6.0;1.968.504;1023.04;16.0;16.0;6000.0;0.0
06/05/2018 08:00;0.0;0.0;0.0;63.0;6.0;1.968.504;1023.04;17.0;17.0;6000.0;0.0
06/05/2018 09:00;0.0;0.0;0.0;63.0;6.0;1.968.504;1023.04;17.0;17.0;6000.0;0.0
06/05/2018 10:00;0.0;90.0;0.51;92.0;3.0;984.252;1023.04;18.0;17.0;8000.0;0.0
06/05/2018 11:00;0.0;0.0;0.0;73.0;6.0;1.968.504;1024.05;19.0;18.0;8000.0;0.0
06/05/2018 12:00;0.0;110.0;1.54;113.0;6.0;1.968.504;1025.07;20.0;18.0;8000.0;0.0
06/05/2018 13:00;0.0;100.0;2.57;156.0;2.0;656.168;1025.07;22.0;17.0;10000.0;0.0
06/05/2018 14:00;0.0;100.0;2.57;206.0;2.0;656.168;1024.05;24.0;18.0;10000.0;0.0
06/05/2018 15:00;0.0;100.0;3.6;306.0;2.0;656.168;1024.05;24.0;16.0;10000.0;0.0
06/05/2018 16:00;0.0;130.0;3.09;402.0;3.0;984.252;1023.04;25.0;17.0;10000.0;0.0
06/05/2018 17:00;0.0;110.0;4.63;402.0;3.0;984.252;1023.04;25.0;16.0;10000.0;0.0
06/05/2018 18:00;0.0;140.0;3.6;402.0;3.0;984.252;1022.02;24.0;18.0;10000.0;0.0
06/05/2018 19:00;0.0;150.0;4.12;352.0;3.0;984.252;1022.02;24.0;18.0;10000.0;0.0
06/05/2018 20:00;0.0;150.0;3.6;456.0;2.0;656.168;1022.02;22.0;17.0;10000.0;0.0
06/05/2018 21:00;0.0;160.0;3.09;0.0;0.0;0.0;1023.04;21.0;17.0;10000.0;0.0
06/05/2018 22:00;0.0;180.0;1.54;153.0;6.0;1.968.504;1023.04;20.0;18.0;10000.0;0.0
06/05/2018 23:00;0.0;110.0;2.06;152.0;3.0;984.252;1024.05;19.0;18.0;10000.0;0.0
07/05/2018 00:00;0.0;110.0;1.54;153.0;6.0;1.968.504;1024.05;19.0;17.0;10000.0;0.0
07/05/2018 01:00;0.0;120.0;1.54;153.0;6.0;1.968.504;1024.05;20.0;18.0;10000.0;0.0
07/05/2018 02:00;0.0;100.0;2.06;153.0;6.0;1.968.504;1024.05;20.0;18.0;10000.0;0.0
07/05/2018 03:00;0.0;80.0;2.57;153.0;6.0;1.968.504;1024.05;18.0;17.0;10000.0;0.0
07/05/2018 04:00;0.0;70.0;2.06;132.0;6.0;1.968.504;1024.05;19.0;18.0;10000.0;0.0
07/05/2018 05:00;0.0;60.0;2.06;133.0;6.0;1.968.504;1024.05;18.0;17.0;10000.0;0.0
07/05/2018 06:00;0.0;50.0;2.06;113.0;6.0;1.968.504;1023.04;18.0;17.0;10000.0;0.0
07/05/2018 07:00;0.0;60.0;1.54;112.0;3.0;984.252;1023.04;17.0;17.0;10000.0;0.0
07/05/2018 08:00;0.0;160.0;1.03;153.0;6.0;1.968.504;1023.04;17.0;17.0;10000.0;0.0
07/05/2018 09:00;0.0;0.0;0.0;0.0;0.0;0.0;1023.04;18.0;18.0;6000.0;0.0
07/05/2018 10:00;0.0;130.0;1.54;156.0;3.0;984.252;1024.05;18.0;18.0;7000.0;0.0
07/05/2018 11:00;0.0;100.0;1.54;92.0;6.0;1.968.504;1025.07;19.0;18.0;7000.0;0.0
07/05/2018 12:00;0.0;140.0;3.09;132.0;6.0;1.968.504;1025.07;20.0;17.0;10000.0;0.0
07/05/2018 13:00;0.0;120.0;2.57;136.0;6.0;1.968.504;1025.07;21.0;18.0;10000.0;0.0
07/05/2018 14:00;0.0;110.0;3.6;173.0;6.0;1.968.504;1025.07;23.0;18.0;10000.0;0.0
07/05/2018 15:00;0.0;100.0;2.57;263.0;6.0;1.968.504;1024.05;23.0;17.0;10000.0;0.0
07/05/2018 16:00;0.0;140.0;3.6;333.0;6.0;1.968.504;1023.04;23.0;17.0;10000.0;0.0
07/05/2018 17:00;0.0;150.0;2.57;303.0;6.0;1.968.504;1023.04;24.0;17.0;10000.0;0.0
07/05/2018 18:00;0.0;140.0;3.09;332.0;3.0;984.252;1022.02;23.0;17.0;10000.0;0.0
07/05/2018 19:00;0.0;150.0;4.12;232.0;3.0;984.252;1022.02;22.0;17.0;10000.0;0.0
07/05/2018 20:00;0.0;160.0;3.6;212.0;3.0;984.252;1023.04;21.0;17.0;10000.0;0.0
07/05/2018 21:00;0.0;160.0;3.09;173.0;6.0;1.968.504;1023.04;20.0;17.0;10000.0;0.0
07/05/2018 22:00;0.0;130.0;2.57;153.0;6.0;1.968.504;1024.05;19.0;17.0;10000.0;0.0
07/05/2018 23:00;0.0;130.0;2.06;133.0;6.0;1.968.504;1024.05;19.0;17.0;10000.0;0.0
08/05/2018 00:00;0.0;110.0;2.06;133.0;6.0;1.968.504;1024.05;19.0;17.0;10000.0;0.0
08/05/2018 01:00;0.0;120.0;1.54;153.0;6.0;1.968.504;1024.05;18.0;17.0;10000.0;0.0
08/05/2018 02:00;0.0;0.0;0.0;332.0;3.0;984.252;1024.05;17.0;16.0;10000.0;0.0
08/05/2018 03:00;0.0;120.0;1.03;176.0;3.0;984.252;1024.05;18.0;17.0;10000.0;0.0
08/05/2018 04:00;0.0;70.0;1.03;96.0;2.0;656.168;1024.05;17.0;17.0;10000.0;0.0
08/05/2018 05:00;0.0;0.0;0.0;93.0;6.0;1.968.504;1024.05;17.0;17.0;10000.0;0.0
08/05/2018 06:00;0.0;70.0;1.03;103.0;6.0;1.968.504;1023.04;17.0;17.0;10000.0;0.0
08/05/2018 07:00;0.0;120.0;1.03;92.0;3.0;984.252;1023.04;17.0;16.0;10000.0;0.0
08/05/2018 08:00;0.0;0.0;0.0;116.0;2.0;656.168;1023.04;16.0;16.0;10000.0;0.0
08/05/2018 09:00;0.0;90.0;2.57;93.0;6.0;1.968.504;1023.04;17.0;17.0;9000.0;0.0
08/05/2018 10:00;0.0;100.0;2.57;92.0;6.0;1.968.504;1024.05;17.0;16.0;10000.0;0.0
08/05/2018 11:00;0.0;60.0;2.57;452.0;3.0;984.252;1024.05;18.0;17.0;10000.0;0.0
08/05/2018 12:00;0.0;60.0;4.12;133.0;6.0;1.968.504;1024.05;20.0;17.0;10000.0;0.0
08/05/2018 13:00;0.0;80.0;3.6;173.0;6.0;1.968.504;1025.07;20.0;17.0;10000.0;0.0
08/05/2018 14:00;0.0;100.0;3.6;203.0;6.0;1.968.504;1025.07;20.0;17.0;10000.0;0.0
08/05/2018 15:00;0.0;120.0;3.6;233.0;6.0;1.968.504;1024.05;20.0;17.0;10000.0;0.0
08/05/2018 16:00;0.0;60.0;4.12;202.0;6.0;1.968.504;1023.04;23.0;18.0;10000.0;0.0
08/05/2018 17:00;0.0;120.0;2.57;253.0;6.0;1.968.504;1022.02;22.0;17.0;10000.0;0.0
08/05/2018 18:00;0.0;130.0;4.63;233.0;6.0;1.968.504;1022.02;22.0;17.0;10000.0;0.0
08/05/2018 19:00;0.0;130.0;4.12;303.0;6.0;1.968.504;1022.02;21.0;17.0;10000.0;0.0
08/05/2018 20:00;0.0;130.0;3.6;302.0;3.0;984.252;1022.02;20.0;17.0;10000.0;0.0
08/05/2018 21:00;0.0;130.0;3.09;132.0;3.0;984.252;1023.04;19.0;17.0;10000.0;0.0
08/05/2018 22:00;0.0;140.0;3.09;112.0;3.0;984.252;1024.05;18.0;17.0;10000.0;0.0
08/05/2018 23:00;0.0;130.0;3.6;153.0;6.0;1.968.504;1024.05;18.0;16.0;10000.0;0.0
09/05/2018 00:00;0.0;120.0;4.12;113.0;6.0;1.968.504;1025.07;18.0;16.0;10000.0;0.0
09/05/2018 01:00;0.0;110.0;2.06;136.0;6.0;1.968.504;1025.07;18.0;16.0;10000.0;0.0
09/05/2018 02:00;0.0;110.0;2.06;232.0;3.0;984.252;1025.07;17.0;15.0;10000.0;0.0
09/05/2018 03:00;0.0;120.0;1.54;232.0;3.0;984.252;1025.07;17.0;15.0;10000.0;0.0
09/05/2018 04:00;0.0;120.0;1.54;302.0;3.0;984.252;1024.05;17.0;15.0;10000.0;0.0
09/05/2018 05:00;0.0;130.0;1.54;0.0;0.0;0.0;1024.05;16.0;15.0;10000.0;0.0
09/05/2018 06:00;0.0;0.0;0.0;303.0;6.0;1.968.504;1023.04;16.0;15.0;10000.0;0.0
09/05/2018 07:00;0.0;120.0;2.06;303.0;6.0;1.968.504;1023.04;17.0;15.0;10000.0;0.0
09/05/2018 08:00;0.0;90.0;1.54;303.0;6.0;1.968.504;1023.04;17.0;15.0;10000.0;0.0
09/05/2018 09:00;0.0;110.0;1.54;372.0;3.0;984.252;1024.05;17.0;15.0;10000.0;0.0
09/05/2018 10:00;0.0;120.0;1.03;0.0;0.0;0.0;1024.05;16.0;15.0;10000.0;0.0
09/05/2018 11:00;0.0;40.0;2.06;132.0;3.0;984.252;1024.05;17.0;15.0;10000.0;0.0
09/05/2018 12:00;0.0;50.0;3.6;152.0;3.0;984.252;1025.07;19.0;15.0;10000.0;0.0
09/05/2018 13:00;0.0;60.0;3.6;212.0;3.0;984.252;1025.07;20.0;15.0;10000.0;0.0
09/05/2018 14:00;0.0;80.0;4.12;262.0;3.0;984.252;1025.07;21.0;15.0;10000.0;0.0
09/05/2018 15:00;0.0;50.0;3.6;332.0;3.0;984.252;1024.05;23.0;15.0;10000.0;0.0
09/05/2018 16:00;0.0;70.0;3.6;336.0;2.0;656.168;1022.02;23.0;15.0;10000.0;0.0
09/05/2018 17:00;0.0;70.0;2.57;406.0;2.0;656.168;1022.02;24.0;14.0;10000.0;0.0
09/05/2018 18:00;0.0;70.0;4.12;406.0;2.0;656.168;1021.0;24.0;14.0;10000.0;0.0
09/05/2018 19:00;0.0;80.0;3.09;456.0;2.0;656.168;1021.0;24.0;12.0;10000.0;0.0
09/05/2018 20:00;0.0;110.0;2.57;456.0;2.0;656.168;1021.0;23.0;13.0;10000.0;0.0
09/05/2018 21:00;0.0;120.0;3.09;356.0;2.0;656.168;1021.0;21.0;16.0;10000.0;0.0
09/05/2018 22:00;0.0;150.0;2.57;116.0;2.0;656.168;1022.02;19.0;17.0;10000.0;0.0
09/05/2018 23:00;0.0;140.0;1.03;113.0;6.0;1.968.504;1022.02;18.0;16.0;10000.0;0.0
10/05/2018 00:00;0.0;100.0;2.06;112.0;3.0;984.252;1023.04;18.0;16.0;10000.0;0.0
10/05/2018 01:00;0.0;150.0;1.03;116.0;2.0;656.168;1023.04;17.0;16.0;10000.0;0.0
10/05/2018 02:00;0.0;130.0;1.54;106.0;2.0;656.168;1023.04;17.0;16.0;10000.0;0.0
10/05/2018 03:00;0.0;60.0;2.57;203.0;6.0;1.968.504;1022.02;16.0;16.0;10000.0;0.0
10/05/2018 04:00;0.0;80.0;2.06;193.0;6.0;1.968.504;1022.02;16.0;15.0;10000.0;0.0
10/05/2018 05:00;0.0;70.0;3.09;153.0;6.0;1.968.504;1022.02;16.0;15.0;10000.0;0.0
10/05/2018 06:00;0.0;60.0;2.06;173.0;6.0;1.968.504;1021.0;16.0;16.0;10000.0;0.0
10/05/2018 07:00;0.0;70.0;3.6;173.0;6.0;1.968.504;1021.0;16.0;15.0;10000.0;0.0
10/05/2018 08:00;0.0;50.0;4.12;176.0;2.0;656.168;1021.0;16.0;15.0;10000.0;0.0
10/05/2018 09:00;0.0;70.0;4.12;173.0;6.0;1.968.504;1021.0;15.0;15.0;10000.0;0.0
10/05/2018 10:00;0.0;70.0;4.12;176.0;2.0;656.168;1021.0;16.0;15.0;10000.0;0.0
10/05/2018 11:00;0.0;70.0;4.12;113.0;6.0;1.968.504;1022.02;17.0;16.0;10000.0;0.0
10/05/2018 12:00;0.0;60.0;4.63;113.0;6.0;1.968.504;1023.04;18.0;16.0;10000.0;0.0
10/05/2018 13:00;0.0;80.0;4.63;116.0;2.0;656.168;1023.04;20.0;16.0;10000.0;0.0
10/05/2018 14:00;0.0;70.0;3.09;206.0;2.0;656.168;1023.04;21.0;16.0;10000.0;0.0
10/05/2018 15:00;0.0;110.0;1.54;252.0;3.0;984.252;1021.0;23.0;17.0;10000.0;0.0
10/05/2018 16:00;0.0;20.0;2.06;402.0;3.0;984.252;1019.99;26.0;15.0;10000.0;0.0
