Data/Hora;Tipo da nuvem da primeira camada;Dire«ı«úo do Vento (0-360);Veloc. do Vento (m/s);Alt. da base das nuvens na primeira camada (m);Cobertura de nuvens da camada mais restrita(%);Cobertura de nuvens da primeira camada (oitavos);Press«úo reduzida ao n«vel do mar - QNH( hPa);Temp. do ar (C);Temp. do Ponto de Orvalho (C);Visibilidade horizontal (m) (acima de 10000m VV=10000);"Tempo Presente (Tabela 020003) <a href=""http://bancodedados.cptec.inpe.br/~rbanco/bdm/tabela_bufr_20003.pdf"">Detalhes</a>"
01/08/2018 00:00;0.0;160.0;3.09;134.0;8.0;2.624.672;1022.02;14.0;13.0;10000.0;0.0
01/08/2018 01:00;0.0;160.0;2.57;134.0;8.0;2.624.672;1022.02;14.0;13.0;10000.0;0.0
01/08/2018 02:00;0.0;190.0;1.54;134.0;8.0;2.624.672;1022.02;14.0;12.0;10000.0;0.0
01/08/2018 03:00;0.0;150.0;1.54;114.0;8.0;2.624.672;1022.02;14.0;12.0;10000.0;0.0
01/08/2018 04:00;0.0;140.0;1.54;134.0;8.0;2.624.672;1022.02;14.0;12.0;10000.0;0.0
01/08/2018 05:00;0.0;150.0;2.57;104.0;8.0;2.624.672;1021.0;13.0;12.0;10000.0;0.0
01/08/2018 06:00;0.0;150.0;3.6;104.0;8.0;2.624.672;1021.0;13.0;12.0;10000.0;0.0
01/08/2018 07:00;0.0;140.0;2.57;94.0;8.0;2.624.672;1021.0;13.0;12.0;10000.0;0.0
01/08/2018 08:00;0.0;90.0;1.54;74.0;8.0;2.624.672;1021.0;13.0;12.0;10000.0;0.0
01/08/2018 09:00;0.0;110.0;1.54;74.0;8.0;2.624.672;1021.0;12.0;12.0;5010.0;51.0
01/08/2018 10:00;0.0;140.0;1.54;54.0;8.0;2.624.672;1022.02;12.0;12.0;6000.0;51.0
01/08/2018 11:00;0.0;140.0;1.54;64.0;8.0;2.624.672;1022.02;13.0;13.0;2990.0;53.0
01/08/2018 12:00;0.0;120.0;1.54;52.0;8.0;2.624.672;1023.04;13.0;13.0;4010.0;51.0
01/08/2018 13:00;0.0;130.0;3.09;113.0;6.0;1.968.504;1023.04;14.0;13.0;10000.0;0.0
01/08/2018 14:00;0.0;150.0;3.6;134.0;8.0;2.624.672;1023.04;15.0;13.0;10000.0;0.0
01/08/2018 15:00;0.0;140.0;2.57;134.0;8.0;2.624.672;1023.04;15.0;13.0;10000.0;0.0
01/08/2018 16:00;0.0;160.0;1.54;133.0;8.0;2.624.672;1022.02;14.0;14.0;6000.0;61.0
01/08/2018 17:00;0.0;100.0;2.57;93.0;8.0;2.624.672;1021.0;14.0;14.0;10000.0;0.0
01/08/2018 18:00;0.0;130.0;2.57;113.0;8.0;2.624.672;1021.0;14.0;14.0;10000.0;0.0
01/08/2018 19:00;0.0;130.0;3.09;104.0;8.0;2.624.672;1021.0;14.0;13.0;10000.0;61.0
01/08/2018 20:00;0.0;110.0;3.09;83.0;8.0;2.624.672;1021.0;13.0;13.0;10000.0;51.0
